id,pH,EC,OC,N,P,K,S,Ca,Mg,Zn,Cu,Fe,Mn,B,Mo,Tex,District,label
1526,6.384122905,0.187631286,20.07011162,505.9194637,16.0109049,98.82625725,180,108,1.289653611,0.87640224,30.83036863,44.4123131,8.533139748,0.563854771,0.677106141,13,1,2
1527,6.209506601,0.937973855,16.05272716,527.0295693,12.07961041,95.70779187,1170.857364,28,2.004726383,0.500207612,33.06932963,10.50851851,6.29018327,1.203038573,0.783298731,10,1,2
1528,6.045287729,1.058671468,18.5029199,524.4678139,20.47627423,86.83261934,235.0411041,48,1.697191719,2.045698771,26.29604985,7.846494456,6.666274229,1.783383739,0.662315031,12,1,2
1529,6.698856509,0.636640799,12.28961198,527.546012,17.28977352,97.75449793,759.1542604,70,0.897909408,3.007391509,33.3157792,10.50661704,17.60337187,0.926765917,0.643805828,10,1,2
1530,6.094034365,1.084436112,13.17890972,518.9310734,21.3,84.35525154,633.2696032,103,5.571780052,1.133460794,14.0799625,12.53579257,6.2,2.219541391,0.968852858,13,1,2
1531,6.382843543,0.19146937,19.75666808,506.0499586,15.64756627,99.59387409,180,108,1.230802987,0.893033939,30.59752486,45.13771101,8.771100967,0.627822841,0.665591889,13,1,2
1532,6.726839147,1.064230866,16.15054555,519.6640687,18.05713877,100.2955282,435.7902133,135,0.970014053,2.464195734,27.6641089,9.913301382,17.58103037,0.4531468,0.73,12,1,2
1533,6.641556002,0.862011367,11.01975326,556.6220507,20.37584437,63.22314944,607.2865262,90,2.581460878,2.215901372,30.09823589,9.216299731,10.75535122,0.853472416,0.648368104,16,1,2
1534,6.324796192,0.754231069,15.92662916,510.7737369,12.09762441,95.3475119,1408.642146,24,1.046381652,0.305656426,10.44374728,9.467309389,7.853798357,0.785113803,0.815723929,10,1,2
1535,6.726997576,1.358474551,7.344771251,541.1115452,19.03617401,76.92397493,490.9927288,109,4.364527371,2.329007271,18.2938265,11.91983034,12.02770096,1.987772168,1.035956373,15,1,2
1536,6.050965343,0.663242596,12.22787019,509.4302722,23.31116573,94.45025839,340,40,0.706138626,1.391930687,12.58368872,4.217327033,5.819405164,0.604554506,0.883935728,17,1,2
1537,6.252371504,1.148778892,12.0029562,535.3756496,20.95450026,70.59717151,627.7699209,108,6.099483908,1.529707651,20.73220369,10.47090765,7.90303852,1.959575727,0.924893932,13,1,2
1538,6.061180627,1.258644829,17.36926065,506.4629869,19.49642677,107.8462049,486.8993916,19,11.92384182,0.865503042,29.95736405,17.78166122,5.16305943,1.058470285,0.610523631,12,1,2
1539,6.157474075,0.882582489,13.68354378,515.7100663,21.3,92.371724,627.5023568,90,3.319670345,1.144995286,13.1716212,13.66328924,6.2,1.876390232,0.865042423,14,1,2
1540,6.562023623,1.062884518,24.66376642,519.0900814,14.88666403,64.00808387,147.2335957,117,12.1845066,2.76598426,27.30451179,12.42577941,6.932120733,0.712346458,0.65627559,18,1,2
1541,6.183276736,0.870805404,18.57554493,514.838903,19.1776709,85.60092894,246.454796,67,1.343714996,1.739484842,31.77591786,11.74766647,6.82,1.50271224,0.756186328,12,1,2
1542,6.721257109,1.29819964,10.35564655,530.5605656,18.2640811,86.33834194,473.7713257,113,3.245136172,2.346228674,20.25132598,11.5179976,14.8721027,1.448168206,0.932627954,13,1,2
1543,6.558696828,1.045616869,24.60277518,518.8237794,14.94068484,64.61324366,147.8672708,117,11.97903743,2.727963749,27.39338474,12.97992836,6.941942698,0.703791844,0.657701359,18,1,2
1544,6.268060808,0.899877356,22.75964234,509.7353655,19.71291264,87.61819116,725.2120589,34,1.910789482,1.006121617,28.59551899,26.19764215,7.466295309,1.15024272,0.663454265,10,1,2
1545,6.072560573,1.248187581,17.39079027,506.5881663,19.5505584,107.2495267,485.6691272,20,11.60397307,0.871654364,29.53076986,18.10768129,5.182128528,1.048935736,0.607755536,13,1,2
1546,6.707394891,0.625882438,12.12823657,527.9999124,17.26159686,97.97478818,759.4957956,71,0.886638744,3.044789621,33.67285432,10.50798318,17.7514274,0.924033635,0.64226892,10,1,2
1547,6.386457997,0.180626008,20.64220931,505.6812843,16.6740712,97.42520169,180,108,1.397067871,0.846046037,31.25535549,43.08831559,8.098812523,0.447100141,0.698121975,14,1,2
1548,6.712243097,1.164578711,16.24541987,511.174641,16.92412037,104.1999717,439.4392259,122,1.039345291,2.391215483,24.56609724,10.62120982,20.06783243,0.398411612,0.73,11,1,2
1549,6.038938208,1.032819846,18.27297652,525.3435944,20.44815492,85.00939964,234.1340297,48,1.703994777,2.030278504,25.33500444,7.703176688,6.63815492,1.763881638,0.666396866,12,1,2
1550,6.055812333,0.629313667,13.92431665,509.532059,19.65168836,77.63120347,340,63,0.686750667,1.401624667,11.64821967,3.752016004,7.021458657,0.527002667,0.753067001,14,1,2
1551,6.047286248,1.066808297,18.57529485,524.192161,20.48512481,87.40647989,235.3266069,48,1.695050448,2.050552317,26.59854002,7.891603892,6.675124814,1.789522049,0.661030269,12,1,2
1552,6.605195935,0.713323659,12.60670538,532.7832657,16.37208997,97.97198838,763.2801162,66,1.314455739,2.726066758,40.11404943,10.79044993,15.63291724,1.079085634,0.654760523,10,1,2
1553,6.719668014,1.281514151,11.18912646,527.6398104,18.05034793,88.94445644,469.0040431,114,2.935262802,2.350995957,20.7932071,11.40676101,15.65949888,1.298793351,0.904024259,13,1,2
1554,6.23188582,1.155884965,21.69108884,503.9807597,19.078459,85.94857631,736.3428246,44,1.624172267,0.93377164,17.07517656,14.32946329,8.846510248,1.097371583,0.713542711,10,1,2
1555,6.23240933,0.64415213,14.27961967,511.905399,21.3,101.8408154,620.6900609,73,0.659468769,1.158619878,12.09868459,14.9950931,6.2,1.471058622,0.742421096,15,1,2
1556,6.397829606,0.210639383,21.65354277,505.9467413,17.55286211,93.8757574,178.5086465,108,2.043571374,0.88948121,31.69083767,39.77581136,7.416884021,0.290133272,0.726644455,16,1,2
1557,6.067113499,0.585773002,13.64719275,508.6312236,21.09243385,36.9223237,382.680994,49,1.082582942,1.516702485,12.82466622,3.919079919,7.618963062,0.46,0.704021491,11,1,2
1558,6.051122293,0.66214395,12.28280249,509.4335681,23.19266891,93.90564386,340,41,0.705510829,1.392244586,12.55339748,4.202259888,5.858328623,0.602043315,0.879698093,17,1,2
1559,6.751084254,0.897545751,15.99295235,533.7656294,19.93916524,93.80996197,429.7289364,156,0.854849792,2.585421272,32.81013298,8.737413665,13.45027017,0.544065954,0.73,15,1,2
1560,6.719010422,0.611246868,11.90870303,528.617394,17.22326561,98.27446888,759.9604169,71,0.871306243,3.095665648,34.15861584,10.50984167,17.95284072,0.920316665,0.640178124,10,1,2
1561,6.101940667,1.109407062,16.1703774,542.1963659,12.06280323,96.04393542,949.0026259,32,2.898868205,0.681725124,54.17914408,11.47997335,4.831320298,1.592965082,0.753045813,10,1,2
1562,6.723822018,1.084973628,16.17015688,517.9092311,17.82293413,101.1026102,436.5444956,132,0.984345416,2.449110089,27.02372327,10.05963214,18.09507372,0.441832567,0.73,12,1,2
1563,6.46725949,0.571013545,22.92642399,511.5044383,16.42545304,81.24613079,165.2839066,112,6.331693288,1.682965605,29.8360679,28.21077631,7.211900552,0.468667261,0.69688879,17,1,2
1564,6.050671533,0.665299267,12.12503665,509.4241022,23.53299238,95.46977954,340,39,0.707313867,1.391343067,12.64039408,4.245532806,5.746540252,0.609255468,0.891868602,17,1,2
1565,6.290085018,1.048300254,17.80232301,508.9809352,20.58526927,95.84419097,462.1529711,34,5.489772479,0.989235145,21.37654272,24.33946267,5.546628948,0.866685526,0.554844185,18,1,2
1566,6.418537671,0.881316096,13.77198625,539.4709646,14.99348537,97.43867906,768.6132094,56,2.037089872,2.11809413,49.72961653,11.2464294,11.83308831,1.337740655,0.678759442,10,1,2
1567,6.20681314,0.795783115,18.3056118,513.735634,18.84669021,83.0487001,247.9258213,71,1.271634758,1.650487813,31.82740374,12.45817167,6.82,1.414450724,0.782664783,12,1,2
1568,6.383246672,0.190259983,19.8554347,506.0088394,15.76205492,99.35199665,180,108,1.249346924,0.887793261,30.67089435,44.90913683,8.69611896,0.607666387,0.66922005,13,1,2
1569,5.942690474,1.367527672,17.14509009,505.1595952,18.93279793,114.0589319,499.7091379,12,15.25437586,0.80145431,34.39914358,14.38707845,4.964508362,1.157745819,0.63934556,10,1,2
1570,6.076515266,1.185812153,19.63380284,520.1606444,20.61456761,95.79938345,239.5021808,48,1.663733644,2.121537074,31.02256058,8.55134457,6.804567605,1.879296888,0.642240186,12,1,2
1571,6.062320273,0.595359454,14.82153318,509.2974821,17.99121647,54.56139627,353.9216365,72,0.80457582,1.444804091,11.4873561,3.53562182,7.916143089,0.46,0.660882455,11,1,2
1572,6.069264356,0.581471289,13.12023289,508.3322546,22.48403803,29.00717163,395.5861332,39,1.207332621,1.548965333,13.42475519,4.091148443,7.485609957,0.46,0.7233792,11,1,2
1573,6.203731232,1.127652381,17.63895098,508.0310436,20.17450532,100.37193,471.4885154,29,7.917014008,0.942557423,24.61364272,21.86554341,5.401928011,0.939035994,0.57584916,16,1,2
1574,6.434700532,0.866769521,13.67108382,538.8918724,15.11285965,97.48485866,768.1514134,57,1.974516511,2.170738876,48.8969983,11.20694584,12.16211798,1.315343548,0.67668136,10,1,2
1575,6.31983588,0.435523131,17.00938225,508.4376931,17.25730793,70.79279672,254.9897425,92,0.925502616,1.223120577,32.07464099,15.87004564,6.82,0.990615449,0.909815365,12,1,2
1576,6.071367335,1.16485272,19.4473742,520.8706912,20.59176963,94.32119186,238.7667621,48,1.669249284,2.109034956,30.24338447,8.435148415,6.781769626,1.863485386,0.64554957,12,1,2
1577,6.413205304,0.290446577,21.93543057,507.1775293,17.30319007,91.07884472,175.5799421,109,2.993203768,1.065203473,31.28008688,37.21465938,7.371489103,0.329670781,0.72005487,16,1,2
1578,6.667704171,0.657066246,12.21647539,530.5436849,16.83375795,98.15058335,761.4941665,69,1.072459568,2.929665013,36.89398229,10.63775124,16.90540633,0.992467078,0.646723749,10,1,2
1579,6.081698678,1.274537817,12.43412966,526.0582607,21.20826381,73.83097243,636.7527012,117,7.642276428,1.22878451,16.62482739,11.02110295,6.652186361,2.444645864,1.046161466,12,1,2
1580,6.053799741,0.643401816,13.21990922,509.4897946,21.17119582,84.61489998,340,54,0.694801037,1.397599481,12.03665006,3.945224899,6.522335679,0.55920415,0.807407003,15,1,2
1581,6.057570174,0.617008784,14.53956082,509.5689736,18.3245188,71.531497,340,72,0.679719305,1.405140348,11.30895646,3.583263318,7.457403096,0.49887722,0.705605308,13,1,2
1582,6.034743909,1.015743058,18.12108299,525.922108,20.42958017,83.80503671,233.5348441,48,1.708488669,2.02009235,24.70016736,7.608505373,6.619580168,1.750999149,0.669093201,12,1,2
1583,6.055794889,1.263593886,17.35907141,506.4037438,19.47080812,108.1285923,487.4816336,19,12.07522473,0.862591832,30.15925645,17.6273671,5.154034679,1.06298266,0.611833676,12,1,2
1584,6.301510844,0.663154028,23.74770493,515.0564942,20.2995748,89.16203895,714.9197403,25,2.175816686,1.073021688,39.24806874,37.17182685,6.190047803,1.199131233,0.617138832,11,1,2
1585,6.019102177,0.952058863,17.55462883,528.0795497,20.36030964,79.31362507,231.300311,48,1.725247668,1.982105287,22.33267949,7.255449135,6.55030964,1.702956686,0.679148601,12,1,2
1586,6.663563112,0.681110479,12.95665719,525.669815,17.40624173,96.84392828,757.7425245,69,0.944496693,2.852806429,31.83980933,10.5009701,16.99138436,0.938059804,0.65015864,10,1,2
1587,6.032166648,1.229050017,16.18404535,553.3140864,12.13985939,96.33476185,779.6523815,36,3.532897691,0.859628511,69.63324381,12.19027862,3.967678194,1.873140502,0.728435717,10,1,2
1588,5.994691975,0.852674471,16.67063082,531.446414,20.25220732,72.30441003,227.8131393,48,1.751401455,1.922823368,18.63802111,6.704476012,6.442207319,1.627982495,0.694840873,12,1,2
1589,6.356408355,1.068125473,18.76188209,509.3414681,18.41985243,88.91933556,745.4563342,54,1.349940972,1.507468594,18.9945974,10.45182534,11.66532087,1.036349326,0.705446496,10,1,2
1590,6.242106416,1.083554597,21.99298951,505.6066206,19.25771252,86.42029611,733.198026,41,1.705150831,0.954212831,20.33004313,17.68260482,8.45655522,1.112309377,0.699391117,10,1,2
1591,6.078884249,1.195457298,19.71959386,519.833894,20.62505882,96.47961995,239.8406069,48,1.661195448,2.127290318,31.38112305,8.604815897,6.815058815,1.886573049,0.640717269,12,1,2
1592,6.382686266,0.191941202,19.71813515,506.0660009,15.60289953,99.68824044,180,108,1.223568233,0.895078543,30.5689004,45.22688722,8.800354536,0.635686703,0.664176393,13,1,2
1593,6.390113328,1.025657207,18.1248581,511.1332245,18.30862602,89.78892386,746.8045331,56,1.305450407,1.655096376,20.40413937,10.45721813,12.2497651,1.025563735,0.699379601,10,1,2
1594,6.382318973,0.193043082,19.62814831,506.1034648,15.49858824,99.90861639,180,108,1.206672744,0.899853355,30.50205303,45.43514248,8.86867108,0.654051365,0.660870754,12,1,2
1595,6.73062748,1.038186076,16.12592138,521.8674579,18.35120812,99.28214915,434.8431301,138,0.952019471,2.483137399,28.46818259,9.72956723,16.93559313,0.467353049,0.73,13,1,2
1596,6.712982626,1.159494448,16.24061293,511.6047697,16.98152632,104.0021476,439.2543436,122,1.035832528,2.394913128,24.7230623,10.58534265,19.94183515,0.401184846,0.73,11,1,2
1597,6.370382298,1.06182357,11.70482367,541.8181073,20.77903685,68.36117751,621.5588264,103,5.032728436,1.737779315,23.57222662,10.09047812,8.767933422,1.624176626,0.841044157,14,1,2
1598,6.418436228,0.989970353,17.5895553,512.6388699,18.21516045,90.51965467,747.9374491,57,1.268064179,1.779150677,21.58860304,10.4617498,12.74088419,1.016500407,0.694281479,10,1,2
1599,6.380255381,0.199233856,19.12256843,506.3139511,14.9125283,101.1467712,180,108,1.111747542,0.926680043,30.1264794,46.60519878,9.252499071,0.757230933,0.642298432,12,1,2
1600,6.387829363,0.176511911,20.9781939,505.541405,17.06353905,96.60238229,180,108,1.460150691,0.828218283,31.50494404,42.31075127,7.843738511,0.378531858,0.710464266,15,1,2
1601,5.988121317,0.825922503,16.43267911,532.3526955,20.22310869,70.41769234,226.8744738,48,1.758441447,1.906866055,17.64350499,6.55616686,6.413108688,1.607801187,0.699064868,12,1,2
1602,6.736204303,0.792270514,10.78064176,561.7891007,20.23511729,61.42981321,602.3050367,86,1.725890054,2.38278127,32.37602197,8.911183498,11.44902364,0.584471982,0.581117996,17,1,2
1603,6.099529331,1.066952129,13.22261968,518.652079,21.3,85.04961546,632.7700608,102,5.376708749,1.134459878,14.00128458,12.63345311,6.2,2.189818619,0.959861095,13,1,2
1604,6.052501787,1.088042989,18.76417185,523.4727893,20.5082222,88.90408448,236.0716838,48,1.689462371,2.063218625,27.38794901,8.009326044,6.698222198,1.805541202,0.657677423,12,1,2
1605,6.163786604,0.86249717,13.73375707,515.389562,21.3,93.1693981,626.9284906,88,3.095575569,1.146143019,13.08123727,13.77548009,6.2,1.842245189,0.85471283,14,1,2
1606,6.532811561,0.778469595,13.05859068,535.3766944,15.83747967,97.76517589,765.3482411,62,1.594686671,2.490300513,43.84287873,10.96727462,14.15937821,1.179389694,0.664067085,10,1,2
1607,6.577984721,1.145730216,24.95638654,520.3677293,14.6274862,61.10468417,144.1933866,118,13.17029441,2.948396806,26.87812247,9.76711655,6.884997492,0.753389281,0.64943512,18,1,2
1608,6.321225688,0.523633595,24.33005108,518.1926709,20.64534283,90.07195482,708.8536346,19,2.33201891,1.112451375,45.52648823,43.63981215,5.437850686,1.227945236,0.589841356,11,1,2
1609,6.058524873,0.610325887,14.87370567,509.5890223,17.60372064,68.21868955,340,76,0.675900507,1.407049747,11.12469945,3.49161216,7.694168586,0.483602027,0.67982842,12,1,2
1610,6.771849463,0.573354829,19.56070934,299.1483429,3.850946139,83.25720177,740,31,5.125676836,5.560386388,43.99206406,19.14834294,7.09599979,1.624580581,0.696709657,19,1,3
1611,5.976830327,0.697321308,14.54875855,526.00463,3.303422398,95.96548666,251.220218,73,1.146548666,2.632274521,39.80777471,29.87179895,3.251307027,1.084837467,0.556592071,13,1,3
1612,6.391072748,0.499781805,19.49327292,525.2771721,4.867944629,102.9617223,1293.618185,56,1.187736045,0.358490863,16.56653473,9.044563362,14.23810053,0.897445451,0.470209082,18,1,3
1613,6.679484823,0.477871405,14.63353038,292.6944848,4.521745203,110.4986024,809.1613418,18,1.450067887,2.75440094,36.97175318,12.69448478,8.912004786,0.700323481,0.504193291,18,1,3
1614,6.777497278,0.522524496,17.88330835,293.4327544,3.365234068,70.60609667,740,18,2.21140441,2.019206522,41.73858597,13.43275439,6.045506241,1.302655138,0.595048991,19,1,3
1615,6.077640813,0.800589797,15.25442251,511.8392717,15.62162508,123.6546745,660,56,3.883912352,1.519357112,28.47270814,8.829040491,5.154477533,0.605308171,0.673538781,19,1,3
1616,6.381911003,0.839652273,11.58341982,530.5322674,2.901467516,113.6855164,404.9034922,225,2.864670677,1.147915133,53.16533801,20.77022683,11.3767732,0.713397672,0.438861059,17,1,3
1617,6.902759626,0.588965299,8.058975441,283.9086335,4.104831565,48.90339406,647.5861195,33,4.02450864,0.298620821,13.52897544,3.908633499,4.660678813,1.152068135,0.692755823,11,1,3
1618,6.031664255,1.234131702,28.36774173,507.4772068,21.07078872,236.4734447,278.3357447,13,2.334978298,0.925868298,24.64225745,4.930181056,4.546367656,0.860875532,0.669956595,18,1,3
1619,6.374454376,0.093283724,11.31967375,294.6429393,10.21542719,446.0444844,19.03018246,1604,500.3334083,1.307946368,0.406200372,21.46970873,11.66994191,0.32,0.075109125,6,0,3
1620,6.95823369,1.155387221,13.16921198,334.560788,3.816671233,68.63926628,817.5951085,78,2.033675329,2.277228248,24.36877016,54.56078802,7.090550291,0.649116845,0.527153531,16,1,3
1621,5.958537554,0.693754812,16.392964,536.2137456,7.17138361,236.4917008,80,108,4.714783967,1.082924891,40.67305325,6.914467398,2.124664182,1.446561144,0.441106765,13,1,3
1622,6.964208586,1.511198317,20.87212794,316.3467843,4.532552021,54.29304714,807.7218855,24,10.35912037,3.336339227,67.75334748,36.34678435,6.274651007,1.228609428,0.287374242,16,1,3
1623,6.746357542,0.363422711,13.52309864,311.4511471,18.99917343,67.36979487,660,74,1.859121013,1.064703896,42.14477849,31.45114712,12.65260723,1.973020513,0.616931102,12,1,3
1624,5.936979437,0.685446197,23.94979437,507.4236395,4.955971237,101.1617686,460,41,3.17896985,1.913134351,40.81728094,10.32107405,5.448053488,0.875492116,0.571830705,12,1,3
1625,6.047008918,1.200586716,7.74043418,512.3598299,13.0151572,197.7251937,453.1377612,15,3.758438173,0.743928657,42.47813788,9.326614666,6.394541195,1.310586716,0.790440037,14,1,3
1626,6.394039451,0.557308592,23.33906518,321.2254475,6.136909404,165.9000936,666.5382816,40,9.272851243,2.204805084,0.645387494,41.22544751,14.03066193,1.286143771,0.548464057,17,1,3
1627,6.783759155,0.814743662,16.80154508,286.1494465,14.75443241,92.87705632,847.5183098,31,2.468640847,0.856639437,29.17064226,6.149446481,8.293067605,1.633612676,0.876167606,14,1,3
1628,6.325901721,0.641509178,18.568348,509.8963902,3.623852581,125.5996501,843.2883365,103,2.047200188,1.026735946,29.54588449,15.76705945,5.451309173,1.267791587,0.579165775,12,1,3
1629,5.961472009,0.620284739,11.15395284,511.6286787,3.297171931,102.0472975,240.5888037,59,1.695849387,1.368822393,51.67181925,20.3882671,2.060782053,1.700559816,0.447350383,10,1,3
